0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,0,0,0,-74870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,0,35,0,-78630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,35,0,0,-92830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,0,35,0,-106040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,01,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,35,-1,0,-122333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933753,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,-1,35,0,-128046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724579,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,34,0,0,-131856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514579,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,-1,35,0,-138796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304579,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,35,-1,0,-143307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990821,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,-1,0,0,-150163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171262,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,0,0,0,-1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,-70,75,0,0,0,0,0,0,0,0,0,-3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,
0,0,0,0,0,0,0,0,0,-40,-80,75,0,0,0,0,0,0,0,0,0,-10660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,
0,0,0,0,0,0,0,0,0,-40,-80,75,0,0,0,0,0,0,0,0,0,-12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
0,0,0,0,0,0,0,0,0,-40,-80,85,40,0,0,0,0,0,0,0,0,-19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
0,0,-40,0,0,0,0,0,0,-40,-80,85,40,0,0,0,0,0,0,0,0,-22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
0,0,-40,0,0,0,0,0,0,-40,-80,85,40,0,0,0,0,0,0,0,0,-25730,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
0,0,0,0,0,0,0,0,0,-40,-80,85,40,0,0,0,0,0,0,0,0,-28520,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
0,0,0,0,0,0,0,0,0,-40,-80,85,40,0,0,0,0,0,0,0,0,-40193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,1,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-40853,3,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,0,0,0,0,0,0,25,20,1,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-42033,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,0,0,0,0,0,0,25,20,1,
