0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-5340,3,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,0,0,0,0,0,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-12050,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,15,0,0.0906859,0.538828,0,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-15630,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,-5,10,0.116535,1.08596,-0.00406081,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-18790,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,-5,15,0.0250211,2.08297,0.24254,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-24870,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,5,0,-0.053419,3.20956,0.406648,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-27030,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,0,0,-0.00984116,4.10766,0.406648,
-60,-80,0,10,-10,0,-90,90,0,130,-45,45,-130,90,70,45,50,90,0,0,0,-30470,5,0.01,-0.01,-0.26,-0.26,0.2,-0.23,0.26,0.03,0,0,-0.00984116,5.30766,0.406648,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3150,0,0,0,0,0,0,0,0,0,10,0,0,0,0,
